name,meaning,gender,origin
Demogorgon,myth name (thought to be the name for Satan),M,Greek
Demophon,myth name (son of Theseus),M,Greek
Demothi,Talks while walking,M,Native American
Dempsey,From the judge's meadow,M,English
Dempsey,proud,M,Gaelic
Dempsey,Proud,M,Irish
Dempster,Judicious,M,English
Dena,Avenged,F,Hebrew
Dena,Combination of Deana: (divine) and Dina: (from the valley: avenged).,F,English
Dena,from the valley,F,English
Dena,Valley,F,Native American
Denby,from the Danish settlement,M,Anglo
Denby,From the Danish settlement,M,Anglo-Saxon
Dendera,from Dendera,F,Egyptian
Dene,Combination of Deana: (divine) and Dina: (from the valley: avenged).,F,English
Dene,Variant of dean from the valley.,M,English
Deneen,Combination of Deana: (divine) and Dina: (from the valley: avenged).,F,English
Denelle,God is my judge.,F,American
Denia,Combination of Deana: (divine) and Dina: (from the valley: avenged).,F,English
Denica,Combination of Deana: (divine) and Dina: (from the valley: avenged).,F,English
Denice,Feminine of Denis or Denys from the Greek name Dionysus.,F,French
Deniece,Feminine of Denis from the Greek name Dionysus.,F,French
Denis,named for Saint Denys,M,French
Denisa,Feminine of Denis from the Greek name Dionysus.,F,Spanish
Denisc,Danish,M,Anglo
Denisc,Danish,M,Anglo-Saxon
Denise,feminine form of Denys (named for the god of wine),F,French
Denise,Feminine of Denis from the Greek name Dionysus.,F,French
Denisha,Feminine of Denis from the Greek name Dionysus.,F,French
Denissa,Feminine of Denis from the Greek name Dionysus.,F,French
Denisse,Feminine of Denis from the Greek name Dionysus.,F,French
Denley,From the valley meadow,M,English
Dennet,Named for Saint Denys,M,French
Denney,Variant of Dionysius. Dionysius is the mythological Greek god of wine responsible for growth of the vines and the originator of winemaking: (equivalent to the Roman god Bacchus.),M,English
Denni,Combination of Deana: (divine) and Dina: (from the valley: avenged).,F,English
Dennie,Variant of Dionysius. Dionysius is the mythological Greek god of wine responsible for growth of the vines and the originator of winemaking: (equivalent to the Roman god Bacchus.),M,English
Dennis,Named for Saint Denys,M,French
Dennis,Variant of Dionysius. Dionysius is the mythological Greek god of wine responsible for growth of the vines and the originator of winemaking: (equivalent to the Roman god Bacchus.),M,English
Dennise,Feminine of Denis from the Greek name Dionysus.,F,French
Dennison,Variant of Dionysius. Dionysius is the mythological Greek god of wine responsible for growth of the vines and the originator of winemaking: (equivalent to the Roman god Bacchus.),M,English
Denny,Variant of Dionysius. Dionysius is the mythological Greek god of wine responsible for growth of the vines and the originator of winemaking: (equivalent to the Roman god Bacchus.),M,English
Dennys,Courage,M,Puerto Rican
Denton,From the valley farm,M,English
Denver,lives at the valley's edge,M,English
Denver,Variant of the surname Danvers meaning from Anvers. Capital city of the state of Colorado in the USA.,M,English
Denver,Variant of the surname Danvers meaning from Anvers. Capital city of the state of Colorado in the USA.,M,French
Denys,Named for Saint Denys,M,French
Denyse,Feminine of Denis from the Greek name Dionysus.,F,French
Denzel,A place-name in Cornwall.,M,English
Denzell,Variant of Denzel - a place in Cornwall.,M,English
Denzil,Variant of Denzel - a place in Cornwall.,M,English
Deoch,myth name (a princess of Munster),F,Celtic
Deoch,Mythical princess of Munster,F,Celtic
Deogol,secret,M,Anglo
Deogol,Secret,M,Anglo-Saxon
Deon,Abbreviation of Dionysius.,M,English
Deon,Abbreviation of Dionysius.,M,French
Deon?,,F,Unknown
Deona,Variant of Diana meaning divine.,F,English
Deondra,Variant of Diana meaning divine.,F,English
Deonna,Variant of Diana meaning divine.,F,English
Deonne,Variant of Diana meaning divine.,F,English
Deoradhain,Exile,M,Irish
Deorsa,farmer,M,Gaelic
Deortun,From the deer park,M,English
Deorward,Guardian of the deer,M,English
Deorwine,Friend of the deer,M,English
Derald,Blend of Daryl and Harold or Gerald.,M,English
Derebourne,From the deer brook,M,English
Dereck,Gifted ruler. From Theodoric.,M,English
Dereck,Gifted ruler. From Theodoric.,M,German
Derek,Gifted ruler. From Theodoric.,M,English
Derek,Gifted ruler. From Theodoric.,M,German
Dereka,Gifted ruler. Modern feminine of Derek.,F,English
Derell,Variant of Darrel open.,M,English
Derell,Variant of Darrel open.,M,French
Derforgal,Servant of Dervor,F,Irish
Derforgala,Servant of Dervor,F,Irish
Derham,money,M,Arabian
Derian,harm,M,Anglo
Derian,Harm,M,Anglo-Saxon
Derica,Gifted ruler. Modern feminine of Derek.,F,English
Derick,Gifted ruler. From Theodoric.,M,English
Derick,Gifted ruler. From Theodoric.,M,German
Dericka,Gifted ruler. Modern feminine of Derek.,F,English
Derik,Gifted ruler. From Theodoric.,M,English
Derik,Gifted ruler. From Theodoric.,M,German
Dermod,Free,M,Irish
Dermot,Free,M,Celtic
Dermot,Free,M,Irish
Deron,Eree,M,Hebrew
Deron,free,M,Hebrew
Derora,Free,F,Hebrew
Derorice,Free,F,Hebrew
Derorit,Free,F,Hebrew
Derrall,Variant of Darrel open.,M,English
Derrall,Variant of Darrel open.,M,French
Derrance,Blend of Darell and Clarence.,M,English
Derrek,Gifted ruler. From Theodoric.,M,English
Derrek,Gifted ruler. From Theodoric.,M,German
Derrell,Variant of Darrel open.,M,English
Derrell,Variant of Darrel open.,M,French
Derren,Great.,M,English
Derrian,Great.,M,English
Derrica,Gifted ruler. Modern feminine of Derek.,F,English
Derrick,Gifted ruler. From Theodoric.,M,English
Derrick,People's ruler,M,German
Derrik,Gifted ruler. From Theodoric.,M,English
Derrik,Gifted ruler. From Theodoric.,M,German
Derrill,Variant of Darrel open.,M,English
Derrill,Variant of Darrel open.,M,French
Derrin,Great.,M,English
Derrold,Blend of Daryl and Harold or Gerald.,M,English
Derry,Oak grove.,F,Irish
Derry,Oak grove. Surname.,M,Irish
Derry,Red haired,M,German
Derry,red-haired,M,Gaelic
Derry,red-haired,M,German
Derryl,Variant of Darrell.,M,English
Derval,True desire,F,Irish
Dervilia,True desire,F,Irish
Dervin,Gifted friend.,M,English
Dervla,True desire,F,Irish
Dervon,Gifted friend.,M,English
Dervorgilla,Servant of Dervor,F,Irish
Derwan,Friend of the deer,M,English
Derward,guardian of the deer,M,English
Derwent,Surname referring to Derwent River in England.,M,English
Derwin,friend of the deer,M,English
Derwin,Friend of the deer Gifted friend.,M,English
Derwyn,Friend of the deer,M,English
Deryck,Gifted ruler. From Theodoric.,M,English
Deryck,Gifted ruler. From Theodoric.,M,German
Deryk,Gifted ruler. From Theodoric.,M,English
Deryk,Gifted ruler. From Theodoric.,M,German
Des,Abbreviation of names beginning with Des.,M,English
Desanka,,F,Australian
Desarae,Variant of Desiree meaning The one desired.,F,French
Desaree,Variant of Desiree meaning The one desired.,F,French
Deshawn,A derived form of John meaning Gracious gift from god,M,Unknown
Desideria,Desire,F,Spanish
Desideria,Desired,F,French
Desiderio,Desired,M,Spanish
Desilyn,,F,Unknown
Desirae,Variant of Desiree meaning The one desired.,F,French
Desirat,Desired,F,French
Desire,Desired,F,French
Desire,Desired,M,French
Desire,Variant of French Desiree.,F,English
Desiree,desired,F,French
Desiree,The one desired.,F,French
Desirey,,F,Unknown
Desma,oath,F,Greek
Desmona,unlucky,F,Greek
Desmond,From south Munster,M,Celtic
Desmond,From south Munster,M,Irish
Desmond,gracious defender,M,Anglo
Desmond,Gracious defender,M,Anglo-Saxon
Desmond,man from south Munster,M,Gaelic
Desta,Amharic of Ethiopia unisexual name meaning &quot;joy, happiness.&quot;,F,African
Desta,Amharic of Ethiopia unisexual name meaning &quot;joy, happiness.&quot;,M,African
Destan,by the still waters. A surname.,M,French
Destanee,Certain fortune: fate. The mythological Greek god of fate.,F,English
Destanee,Certain fortune: fate. The mythological Greek god of fate.,F,French
Destin,Destiny.,M,French
Destina,Certain fortune: fate.,F,Spanish
Destine,Certain fortune: fate. The mythological Greek god of fate.,F,English
Destine,Certain fortune: fate. The mythological Greek god of fate.,F,French
Destinee,Certain fortune: fate. The mythological Greek god of fate.,F,English
Destinee,Certain fortune: fate. The mythological Greek god of fate.,F,French
Destini,Certain fortune: fate. The mythological Greek god of fate.,F,English
Destini,Certain fortune: fate. The mythological Greek god of fate.,F,French
Destinie,Certain fortune: fate. The mythological Greek god of fate.,F,English
Destinie,Certain fortune: fate. The mythological Greek god of fate.,F,French
Destiny,Certain fortune: fate. The mythological Greek god of fate.,F,English
Destiny,Certain fortune: fate. The mythological Greek god of fate.,F,French
Deston,Destiny.,M,French
Destrey,Variant of a French surname. American classic western film Destry Rides Again.,M,English
Destrey,Variant of a French surname. American classic western film Destry Rides Again.,M,French
Destrie,Variant of a French surname. American classic western film Destry Rides Again.,M,English
Destrie,Variant of a French surname. American classic western film Destry Rides Again.,M,French
Destry,Variant of a French surname. American classic western film Destry Rides Again.,M,English
Destry,Variant of a French surname. American classic western film Destry Rides Again.,M,French
Desyre,Variant of French Desiree.,F,English
Dete,meaning unknown.,F,Swiss
Deucalion,myth name (son of Prometheus),M,Greek
Deunoro,all saints,M,Basque
Deutsch,A German,M,German
Dev,Abbreviation of names beginning with Dev-.,M,English
Dev,divine; god GANESH,M,Hindi
Deva,Divine one,F,Celtic
Deva,Divine; myth name. DEVI,F,Hindi
Deva,superior,F,Indian
Devaki,black,F,Indian
Devamatar,myth name (mother of the gods),F,Indian
Devan,Divine.,F,English
Devan,Divine.,F,French
Devan,Variant of the English county name Devon.,M,English
Devana,Divine.,F,English
Devana,Divine.,F,French
Devaney,Dark-haired.,F,Irish
Devanie,Dark-haired. Poet,F,Irish
Devanna,Divine.,F,English
Devanna,Divine.,F,French
Devansha,Eternal part of God.,F,Indian
Devany,Dark-haired.,F,Irish
Devayani,myth name (daughter of Shukra),F,Indian
Deven,Variant of the English county name Devon.,M,English
Devenny,Dark-haired.,F,Irish
Devent,Bard,F,Irish
Deveon,Variant of the English county name Devon.,M,English
Devera,Task,F,Spanish
Deveral,Surnames derived from place name Deverel.,M,English
Deveral,Surnames derived from place name Deverel.,M,French
Devere,Derived from place-name Deverel.,M,English
Devere,Derived from place-name Deverel.,M,French
Devereau,Surnames derived from place name Deverel.,M,English
Devereau,Surnames derived from place name Deverel.,M,French
Devereaux,Surnames derived from place name Deverel.,M,English
Devereaux,Surnames derived from place name Deverel.,M,French
Deverel,Place-name.,M,English
Deverel,Place-name.,M,French
Deverell,Surnames derived from place name Deverel.,M,English
Deverell,Surnames derived from place name Deverel.,M,French
Deverick,Derived from place-name Deverel.,M,English
Deverick,Derived from place-name Deverel.,M,French
Devery,Bee. Variant of Deborah.,F,Hebrew
Devery,Derived from place-name Deverel.,M,English
Devery,Derived from place-name Deverel.,M,French
Devi,Bee. Variant of Deborah.,F,Hebrew
Devika,From the mythological Hindu Devi. &quot;Little goddess.&quot;,F,Hindi
Devin,Divine.,F,English
Devin,Divine.,F,French
Devin,Divine: perfect.,M,French
Devin,Poet,M,Celtic
Devine,Bard,M,Irish
Devinee,Dark-haired.,F,Irish
Devion,Variant of the English county name Devon.,M,English
Devisser,fisherman,M,Dutch
Devland,Misfortune.,M,Irish
Devlin,fierce,M,Gaelic
Devlin,Surname.,M,Irish
Devlon,Misfortune.,M,Irish
Devlyn,Misfortune.,M,Irish
Devnet,Bard,F,Irish
Devon,A county in England noted for beautiful farmland.,M,English
Devon,from Devon,M,Anglo
Devon,From Devon,M,Anglo-Saxon
Devon,The name of a beautiful farming county in England.,F,English
Devona,&quot;Protector.&quot;,F,Anglo
Devona,Divine one,F,Celtic
Devona,Divine.,F,French
Devona,Divine. From Devonshire,F,English
Devona,from Devonshire,F,English
Devona,Protector,F,Anglo-Saxon
Devondra,Divine.,F,English
Devondra,Divine.,F,French
Devonn,Variant of the English county name Devon.,M,English
Devonna,Divine.,F,French
Devonna,Divine. From Devonshire,F,English
Devonne,Divine.,F,English
Devonne,Divine.,F,French
Devony,Dark-haired.,F,Irish
Devora,Bee. Variant of Deborah.,F,Hebrew
Devorah,Bee. Variant of Deborah.,F,Hebrew
Devoria,Bee,F,Hebrew
Devoss,fox,M,Dutch
Devra,Bee. Variant of Deborah.,F,Hebrew
Devri,Bee. Variant of Deborah.,F,Hebrew
Devries,Frisian,M,Dutch
Devron,Variant of the English county name Devon.,M,English
Devry,Derived from place-name Deverel.,M,English
Devry,Derived from place-name Deverel.,M,French
Devy,servant,M,Gaelic
Devyn,Divine.,F,English
Devyn,Divine.,F,French
Devyn,From Devon,M,Anglo-Saxon
Devyn,Poet,M,Celtic
Devyn,Variant of the English county name Devon.,M,English
Devyna,From Devonshire,F,English
Devynn,Divine.,F,English
Devynn,Divine.,F,French
Dewain,Song,M,Celtic
Dewayne,Dark.,M,Irish
Dewey,Place-name and surname: Welsh form of David.,M,English
Dewitt,white,M,Dutch
Dexter,name taken from heraldry,M,French
Deydrienne,,F,Unknown
Deylin,Rhyming variant of Waylon - a historical blacksmith with supernatural powers.,M,English
Deysi,Day's eye. A flower name.,F,English
Dezarae,Very much desired.,F,Unknown
Dezba,Navajo name meaning &quot;goes to war.&quot;,F,Native
Dezirae,Variant of Desiree meaning The one desired.,F,French
Deziree,Variant of Desiree meaning The one desired.,F,French
Dhana,Wealthy DIVYA,F,Hindi
Dharani,myth name (earth),F,Indian
Dharma,Law,F,Unknown
Dharr,meaning unknown,M,Arabic
Dhimitrios,myth name,M,Greek
Dhoire,From the grove,M,Scottish
Dhruv,"Dhruv was a Prince and blessed by God,that the pole star will be named Dhruv and the whole universe would revolve around the star and be stationary and shine the brightest.",M,Hindu
Dhu,name of the prophet's sword,M,Arabic
Di,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Also Diana Princess of Wales.,F,French
Dia,Day,F,Spanish
Dia,myth name (daughter of Eineus),F,Greek
Dia,West African name meaning &quot;champion.&quot;,M,African
Diahann,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Also Diana Princess of Wales.,F,French
Diahna,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Also Diana Princess of Wales.,F,French
Diamanda,Of high value: brilliant. The precious diamond stone.,F,English
Diamanta,Diamond,F,French
Diamante,Of high value: brilliant. The precious diamond stone.,F,English
Diamond,Bridge protector,M,English
Diamond,Of high value: brilliant. The precious diamond stone.,F,English
Diamonique,Of high value: brilliant. The precious diamond stone.,F,English
Diamont,Bridge protector,M,English
Diamontina,Of high value: brilliant. The precious diamond stone.,F,English
Dian,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Also Diana Princess of Wales.,F,French
Diana,divine,F,Romanian
Diana,From the Greek goddess of the moon,F,French
Dianda,Blend of Deanne: (divine) plus variants of Andrea: (masculine) and Sandra: (protector of man.),F,English
Diandra,Blend of Deanne: (divine) plus variants of Andrea: (masculine) and Sandra: (protector of man.),F,English
Diandra,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Also Diana Princess of Wales.,F,French
Diandre,Blend of Deanne: (divine) plus variants of Andrea: (masculine) and Sandra: (protector of man.),F,English
Diandre,Blend of Dion and Andre.,M,English
Diandre,Blend of Dion and Andre.,M,French
Diane,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Greek goddess of the moon. Also Diana Princess of Wales.,F,French
Diane,from the Greek goddess of the moon,F,French
Dianna,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness: often depicted as a huntress. Also Diana Princess of Wales.,F,French
